Summary:
Estimated Reach,15519
Impressions,60156
Tweets,100
Contributors,26

Activity:
Period,Tweets
2017-05-20 01:00 UTC,5
2017-05-20 02:00 UTC,4
2017-05-20 03:00 UTC,3
2017-05-20 04:00 UTC,2
2017-05-20 05:00 UTC,0
2017-05-20 06:00 UTC,0
2017-05-20 07:00 UTC,1
2017-05-20 08:00 UTC,1
2017-05-20 09:00 UTC,0
2017-05-20 10:00 UTC,0
2017-05-20 11:00 UTC,0
2017-05-20 12:00 UTC,14
2017-05-20 13:00 UTC,15
2017-05-20 14:00 UTC,22
2017-05-20 15:00 UTC,12
2017-05-20 16:00 UTC,9
2017-05-20 17:00 UTC,11
2017-05-20 18:00 UTC,1

Tweet Types:
Type,Count
Regular,48
Replies,21
Retweets,31

Exposure:
Range,Count
0-99 Followers,53
100-999 Followers,19
1000-9999 Followers,28
10000-99999 Followers,0
100000+ Followers,0

Contributors:
Id,Screen_Name,Tweets,Mentions,Retweets,Impressions,URL
865976987273363457,RussellMath,"Learning about the wonders of Simulation Based Inference, sounds like the silver bullet for AP Stats teaching #USCOTS17 #MTBOS",2017-05-20 17:06 UTC,0,398,http://twitter.com/RussellMath/statuses/865976987273363457 
865976986979753985,RickyCorp,"Remember: Algebra, Themes, Tools, Concepts book by Picciotto #USCOTS17",2017-05-20 17:06 UTC,0,62,http://twitter.com/RickyCorp/statuses/865976986979753985 
865974345616764928,WendineBolon,More wonderful desserts at The Penn Stater Convention Center. #USCOTS17 #NotBogStandard https://t.co/6z4YffOoaC,2017-05-20 16:55 UTC,0,22,http://twitter.com/WendineBolon/statuses/865974345616764928 
865970549213851649,askdrstats,RT @alittlestats: @old_man_chester @minebocek You can try to follow along at home here: https://t.co/vaGZD4OSHz #rstats #USCOTS17,2017-05-20 16:40 UTC,0,1612,http://twitter.com/askdrstats/statuses/865970549213851649 
865970524048019457,askdrstats,"RT @RussellMath: Using R to check the Mitch Hedberg Joke ""LaQuinta is Spanish for 'next to Denny's'"" courtesy of @minebocek #USCOTS17",2017-05-20 16:40 UTC,0,1612,http://twitter.com/askdrstats/statuses/865970524048019457 
865970334528401408,askdrstats,RT @RickyCorp: The study met with the instructors. prof dev vs. the activities themselves. what helped more? #uscots17 https://t.co/EALyarZ…,2017-05-20 16:39 UTC,0,1612,http://twitter.com/askdrstats/statuses/865970334528401408 
865963550040358912,RickyCorp,The study met with the instructors. prof dev vs. the activities themselves. what helped more? #uscots17 https://t.co/EALyarZ2O5,2017-05-20 16:12 UTC,1,62,http://twitter.com/RickyCorp/statuses/865963550040358912 
865962262791692288,WendineBolon,Deb and Camille shared many good data sources with us at #USCOTS17 . #NotBogStandard,2017-05-20 16:07 UTC,0,22,http://twitter.com/WendineBolon/statuses/865962262791692288 
865962031194701825,old_man_chester,@gabbspalomo @rudeboybert You're welcome! Please do feel free to use any of the materials we developed for our work… https://t.co/hCM87DvlIA,2017-05-20 16:06 UTC,0,1,http://twitter.com/old_man_chester/statuses/865962031194701825 
865960936343031810,RickyCorp,"#uscots17 any talks on mindset? big concept at the CC level, wondering what work is being done. https://t.co/zmNEDmMorB",2017-05-20 16:02 UTC,0,62,http://twitter.com/RickyCorp/statuses/865960936343031810 
865960579688787968,old_man_chester,"Want to learn #rstats with no background needed?  Check out our free, open source textbook:  https://t.co/8p5UCa73j3 #uscots17 @rudeboybert",2017-05-20 16:01 UTC,0,369,http://twitter.com/old_man_chester/statuses/865960579688787968 
865959334517370880,RickyCorp,#APStats Q: sample is to statistic as population is to ...? #uscots17,2017-05-20 15:56 UTC,0,62,http://twitter.com/RickyCorp/statuses/865959334517370880 
865957933737279490,alittlestats,For a good resource for R... #USCOTS17 #rstats https://t.co/AoJPCXnNq8,2017-05-20 15:50 UTC,0,1575,http://twitter.com/alittlestats/statuses/865957933737279490 
865957425567891457,RickyCorp,"parameter is about ""the all"" were a statistic is about ""the small""#uscots17",2017-05-20 15:48 UTC,0,62,http://twitter.com/RickyCorp/statuses/865957425567891457 
865949871295037440,RussellMath,"Using R to check the Mitch Hedberg Joke ""LaQuinta is Spanish for 'next to Denny's'"" courtesy of @minebocek #USCOTS17",2017-05-20 15:18 UTC,1,398,http://twitter.com/RussellMath/statuses/865949871295037440 
865949848956227584,alittlestats,@old_man_chester @minebocek You can try to follow along at home here: https://t.co/vaGZD4OSHz #rstats #USCOTS17,2017-05-20 15:18 UTC,1,1575,http://twitter.com/alittlestats/statuses/865949848956227584 
865949482189561856,alittlestats,"For a fun time, sit next to @old_man_chester for @minebocek's breakout session. Analyzing La Quinta proximity to De… https://t.co/RY6L2Iz8HM",2017-05-20 15:16 UTC,0,1575,http://twitter.com/alittlestats/statuses/865949482189561856 
865948834731618305,RickyCorp,A need to focus on language in #Stats because our domain-specific words are commonly used words outside of the classroom. #uscots17,2017-05-20 15:14 UTC,0,62,http://twitter.com/RickyCorp/statuses/865948834731618305 
865948018968850436,alittlestats,@minebocek @github Bonus: keeping code together with the output helps students learn and make connections. #USCOTS17,2017-05-20 15:11 UTC,0,1575,http://twitter.com/alittlestats/statuses/865948018968850436 
865947871622909956,RickyCorp,Zebra vs. Hat to understand random. Random seeing zebra costume vs. random pulling a name out of a hat. Reference back. #uscots17,2017-05-20 15:10 UTC,0,62,http://twitter.com/RickyCorp/statuses/865947871622909956 
865947384307740672,alittlestats,@minebocek Advantage of using R/RStudio/RMarkdown + @github: student work consistency + you'll never have to ask st… https://t.co/Juc53t65W0,2017-05-20 15:08 UTC,0,1575,http://twitter.com/alittlestats/statuses/865947384307740672 
865945801125765122,alittlestats,@minebocek Write code. It doesn't matter what language but it's nice when an entire college program has consistency… https://t.co/atdIrzCRz5,2017-05-20 15:02 UTC,0,1575,http://twitter.com/alittlestats/statuses/865945801125765122 
865945426029105152,alittlestats,@minebocek Mine Çetinkaya-Rundel: Teach computing early and often! #USCOTS17,2017-05-20 15:00 UTC,0,1575,http://twitter.com/alittlestats/statuses/865945426029105152 
865944371463585793,alittlestats,"@minebocek An Intro Stats course should have students working collaboratively: thinking, coding, writing, and prese… https://t.co/izJlpJtr8z",2017-05-20 14:56 UTC,0,1575,http://twitter.com/alittlestats/statuses/865944371463585793 
865942940262309889,xburns,@Minebocek A+ deep talk on considerations​ for  entry level data science high expectation consistency real data #USCOTS17,2017-05-20 14:51 UTC,0,1,http://twitter.com/xburns/statuses/865942940262309889 
865942759500283906,alittlestats,@minebocek Making the decision to use @github in class is like making the decision to have kids. It's never the rig… https://t.co/NPw0uagDnW,2017-05-20 14:50 UTC,0,1575,http://twitter.com/alittlestats/statuses/865942759500283906 
865941038971707393,WendineBolon,"Deb Rumsey &amp; Camille Fairbourn will be talking ""Business data"" for stats classes soon.  Ready to get new ideas. #USCOTS17 #NotBogStandard",2017-05-20 14:43 UTC,0,22,http://twitter.com/WendineBolon/statuses/865941038971707393 
865940534036226048,alittlestats,@minebocek The first course in Stats should ask Q's that students want to answer and give students the tools to ans… https://t.co/JeAzKHcXhP,2017-05-20 14:41 UTC,0,1575,http://twitter.com/alittlestats/statuses/865940534036226048 
865939889380106240,alittlestats,"@minebocek The common gateway experience should be modern, data-focused, quantitative, diff from HS stats, and challenging. #USCOTS17",2017-05-20 14:38 UTC,0,1575,http://twitter.com/alittlestats/statuses/865939889380106240 
865939710107156481,WendineBolon,RT @askdrstats: R markdown not just good for students: makes for easier grading @minebocek #USCOTS17 #markdown #rstats @BaumerBen @rstudio…,2017-05-20 14:38 UTC,0,22,http://twitter.com/WendineBolon/statuses/865939710107156481 
865939631182839812,WendineBolon,"RT @askdrstats: Rebecca Nugent announces dates for electronic conference on teaching #statistics may 14-18, 2018 @CMUStatsClub #USCOTS17 @T…",2017-05-20 14:37 UTC,0,22,http://twitter.com/WendineBolon/statuses/865939631182839812 
865939527143223296,alittlestats,@minebocek Stat 101? Calculus? Probability? Regression? @minebocek thinks Intro to Data Science &amp; Statistics is the… https://t.co/JOM9XnEFxv,2017-05-20 14:37 UTC,0,1575,http://twitter.com/alittlestats/statuses/865939527143223296 
865938947708420096,alittlestats,"Mine Çetinkaya-Rundel: What's the right course for a student who asks ""I'm interested in Stats. Where do I begin?""? @minebocek #USCOTS17",2017-05-20 14:35 UTC,0,1575,http://twitter.com/alittlestats/statuses/865938947708420096 
865938703595819011,RickyCorp,#uscots17,2017-05-20 14:34 UTC,0,62,http://twitter.com/RickyCorp/statuses/865938703595819011 
865938639326466048,RickyCorp,#uscots17,2017-05-20 14:33 UTC,0,62,http://twitter.com/RickyCorp/statuses/865938639326466048 
865938638512771072,WendineBolon,Looking forward to learning a lot today at #USCOTS17. This conference is definitely #NotBogStandard !,2017-05-20 14:33 UTC,0,22,http://twitter.com/WendineBolon/statuses/865938638512771072 
865938410300723200,RickyCorp,@minebocek #uscots17,2017-05-20 14:33 UTC,0,62,http://twitter.com/RickyCorp/statuses/865938410300723200 
865938370102525952,RickyCorp,#uscots17,2017-05-20 14:32 UTC,0,62,http://twitter.com/RickyCorp/statuses/865938370102525952 
865938336040574977,RickyCorp,#uscots17,2017-05-20 14:32 UTC,0,62,http://twitter.com/RickyCorp/statuses/865938336040574977 
865938312384704512,RickyCorp,RT @RickyCorp: Poster at #uscots17 nicolebaughmancollinge found a poster on flipping pigs! @ The Penn Stater https://t.co/BeLattdwvs,2017-05-20 14:32 UTC,0,62,http://twitter.com/RickyCorp/statuses/865938312384704512 
865938233699557377,RickyCorp,#uscots17,2017-05-20 14:32 UTC,0,62,http://twitter.com/RickyCorp/statuses/865938233699557377 
865936737796751360,RickyCorp,Poster at #uscots17 nicolebaughmancollinge found a poster on flipping pigs! @ The Penn Stater https://t.co/BeLattdwvs,2017-05-20 14:26 UTC,1,62,http://twitter.com/RickyCorp/statuses/865936737796751360 
865933279416995840,gretahswanson,RT @julie_conover: Rise &amp; shine #USCOTS17! Visit @PearsonNorthAm &amp; SHOW US YOUR #DATA participate in today's raffle https://t.co/T732mefc5L…,2017-05-20 14:12 UTC,0,7,http://twitter.com/gretahswanson/statuses/865933279416995840 
865933246898593792,gretahswanson,RT @julie_conover: #USCOTS17 - Show Me the Data survey @PearsonNorthAm booth qualifies for the raffle prize! Join us! #Stats #education &amp; #…,2017-05-20 14:12 UTC,0,7,http://twitter.com/gretahswanson/statuses/865933246898593792 
865930985262768129,J_P_Raymond,"RT @minebocek: This picture is always a good example for ""a picture is worth a thousand words"" #uscots17 https://t.co/09Nq2wy021",2017-05-20 14:03 UTC,0,168,http://twitter.com/J_P_Raymond/statuses/865930985262768129 
865926194319040513,drsxr,"RT @minebocek: This picture is always a good example for ""a picture is worth a thousand words"" #uscots17 https://t.co/09Nq2wy021",2017-05-20 13:44 UTC,0,1699,http://twitter.com/drsxr/statuses/865926194319040513 
865924249449623554,johnsonll,"RT @askdrstats: Rebecca Nugent announces dates for electronic conference on teaching #statistics may 14-18, 2018 @CMUStatsClub #USCOTS17 @T…",2017-05-20 13:36 UTC,0,392,http://twitter.com/johnsonll/statuses/865924249449623554 
865923834607742977,erol_ejm12,Very nice presentation by Mine Cetinkaya-Rundel.  Many good ideas for Data Science as a gateway into Statistics. #uscots17,2017-05-20 13:35 UTC,0,24,http://twitter.com/erol_ejm12/statuses/865923834607742977 
865920876658794496,askdrstats,RT @RickyCorp: The whole @minebocek #uscots17 presentation https://t.co/J6fJH5Fy19,2017-05-20 13:23 UTC,0,1612,http://twitter.com/askdrstats/statuses/865920876658794496 
865920848972181504,RussellMath,RT @RickyCorp: The whole @minebocek #uscots17 presentation https://t.co/J6fJH5Fy19,2017-05-20 13:23 UTC,0,398,http://twitter.com/RussellMath/statuses/865920848972181504 
865920706479091712,RickyCorp,The whole @minebocek #uscots17 presentation https://t.co/J6fJH5Fy19,2017-05-20 13:22 UTC,2,62,http://twitter.com/RickyCorp/statuses/865920706479091712 
865920419945164800,RickyCorp,"""Set aside time to teach interesting topics instead of expecting students to pick it up along the way"" good for intro stats too #uscots17",2017-05-20 13:21 UTC,0,62,http://twitter.com/RickyCorp/statuses/865920419945164800 
865919845799534592,RickyCorp,Exit interviews could be super useful in getting feed back. #uscots17,2017-05-20 13:19 UTC,0,62,http://twitter.com/RickyCorp/statuses/865919845799534592 
865919083426050048,johnsonll,RT @askdrstats: R markdown not just good for students: makes for easier grading @minebocek #USCOTS17 #markdown #rstats @BaumerBen @rstudio…,2017-05-20 13:16 UTC,0,392,http://twitter.com/johnsonll/statuses/865919083426050048 
865918600456142849,askdrstats,Student experience with #data science at @duke #USCOTS17: real problems answered via modern computing #rstats… https://t.co/Zvy2V5V8fT,2017-05-20 13:14 UTC,0,1612,http://twitter.com/askdrstats/statuses/865918600456142849 
865917340688543744,askdrstats,Danny Kaplan swept up into #UScots17 crowd after accepting the lifetime achievement award @Macalester @ThisisStats https://t.co/ORLtEzgc9Z,2017-05-20 13:09 UTC,0,1612,http://twitter.com/askdrstats/statuses/865917340688543744 
865916522186887168,RickyCorp,#Art history students in a data science class!!! Awesome. #uscots17,2017-05-20 13:06 UTC,0,62,http://twitter.com/RickyCorp/statuses/865916522186887168 
865916031134466048,RickyCorp,"Mastery takes time, start early. #rstudio @MarkdownPad @github #uscots17 https://t.co/Roa7A59CE8",2017-05-20 13:04 UTC,0,62,http://twitter.com/RickyCorp/statuses/865916031134466048 
865915727605379072,askdrstats,"Learning @github: like the decision to have kids, there's never a perfect time. But it's really worthwhile… https://t.co/K6MYlQI7WJ",2017-05-20 13:02 UTC,0,1612,http://twitter.com/askdrstats/statuses/865915727605379072 
865915533740429314,RickyCorp,@rstudio server to get to data visualization right away #uscots17,2017-05-20 13:02 UTC,0,1,http://twitter.com/RickyCorp/statuses/865915533740429314 
865914954720923648,ambika_silva,RT @RickyCorp: #uscots17 the best graph I've seen yet https://t.co/r4Cv74x7yK,2017-05-20 12:59 UTC,0,18,http://twitter.com/ambika_silva/statuses/865914954720923648 
865914644816420864,askdrstats,R markdown not just good for students: makes for easier grading @minebocek #USCOTS17 #markdown #rstats @BaumerBen… https://t.co/wIFmxLn2Sf,2017-05-20 12:58 UTC,2,1612,http://twitter.com/askdrstats/statuses/865914644816420864 
865913521162387456,RickyCorp,Minimize the time between entering the class and first data visualization #MineCR #uscots17,2017-05-20 12:54 UTC,0,62,http://twitter.com/RickyCorp/statuses/865913521162387456 
865912690199470080,RickyCorp,"Dataset ideas: movie reviews vs. revenue, proffesor ratings vs. attractiveness #uscots17",2017-05-20 12:50 UTC,0,62,http://twitter.com/RickyCorp/statuses/865912690199470080 
865911801489362945,RickyCorp,I love the name of this course #uscots17 https://t.co/5i8f3ZHCiU,2017-05-20 12:47 UTC,0,62,http://twitter.com/RickyCorp/statuses/865911801489362945 
865911651568160769,RussellMath,"""Better Living Through Data Science"" by @minebocek We so need this class in HS! #UScots17 https://t.co/s8AuLwvmA9",2017-05-20 12:46 UTC,0,398,http://twitter.com/RussellMath/statuses/865911651568160769 
865910480824659970,RussellMath,Goals of Intro to Data Science and Statistics by @minebocek #UScots17 https://t.co/oC1LefhJqm,2017-05-20 12:42 UTC,0,398,http://twitter.com/RussellMath/statuses/865910480824659970 
865910346455932928,RickyCorp,"""Intro to Data Science and Statistics"" bridge from Intro to Stats to Statistics #uscots17",2017-05-20 12:41 UTC,0,62,http://twitter.com/RickyCorp/statuses/865910346455932928 
865909152098512896,askdrstats,"Rebecca Nugent announces dates for electronic conference on teaching #statistics may 14-18, 2018 @CMUStatsClub #USCOTS17 @ThisisStats #ecots",2017-05-20 12:36 UTC,2,1612,http://twitter.com/askdrstats/statuses/865909152098512896 
865909063179259904,askdrstats,@minebocek plenary address at #USCOTS17: teaching computation to undergraduates @ThisisStats @hadleywickham… https://t.co/R4NE8mckdp,2017-05-20 12:36 UTC,0,1,http://twitter.com/askdrstats/statuses/865909063179259904 
865907195074011137,alittlestats,I have a full-blown case of jealousy with @minebocek's MacBook. #USCOTS17 #rstats https://t.co/7Jc8cd4YbQ,2017-05-20 12:28 UTC,0,1575,http://twitter.com/alittlestats/statuses/865907195074011137 
865905865618075648,RickyCorp,Day 5 at the Penn Stater hanging out with Statistics educators inPA #uscots17 @ The Penn Stater https://t.co/mnoWjpYV9T,2017-05-20 12:23 UTC,0,62,http://twitter.com/RickyCorp/statuses/865905865618075648 
865904326249676801,mhiggins2000,RT @askdrstats: Deb Nolan: students need raw data to build their capacities to think with data #rstats @ThisisStats #UScots17 https://t.co/…,2017-05-20 12:17 UTC,0,135,http://twitter.com/mhiggins2000/statuses/865904326249676801 
865902104682147841,Samanth25664691,"RT @RussellMath: ""Calculus reform is like the island of the canibals"" - Danny Kaplan, 2017 CAUSE Lifetime Achievement Award Winner #uscots17",2017-05-20 12:08 UTC,0,7,http://twitter.com/Samanth25664691/statuses/865902104682147841 
865851557052506112,arnabbiswas1,"RT @minebocek: This picture is always a good example for ""a picture is worth a thousand words"" #uscots17 https://t.co/09Nq2wy021",2017-05-20 08:47 UTC,0,179,http://twitter.com/arnabbiswas1/statuses/865851557052506112 
865830940962062337,___paddy___,"RT @minebocek: This picture is always a good example for ""a picture is worth a thousand words"" #uscots17 https://t.co/09Nq2wy021",2017-05-20 07:25 UTC,0,16,http://twitter.com/___paddy___/statuses/865830940962062337 
865781445511364609,apreshill,"RT @minebocek: This picture is always a good example for ""a picture is worth a thousand words"" #uscots17 https://t.co/09Nq2wy021",2017-05-20 04:09 UTC,0,230,http://twitter.com/apreshill/statuses/865781445511364609 
865780964550733825,realHarryCrane,"RT @minebocek: This picture is always a good example for ""a picture is worth a thousand words"" #uscots17 https://t.co/09Nq2wy021",2017-05-20 04:07 UTC,0,388,http://twitter.com/realHarryCrane/statuses/865780964550733825 
865774731366191104,YanwuGuo,"RT @minebocek: This picture is always a good example for ""a picture is worth a thousand words"" #uscots17 https://t.co/09Nq2wy021",2017-05-20 03:42 UTC,0,180,http://twitter.com/YanwuGuo/statuses/865774731366191104 
865774672176197634,PeterBChi,Who knew that my first ever taste of Heady Topper would be at a stat ed conference. Thx @rudeboybert and @old_man_chester #UScots17,2017-05-20 03:42 UTC,0,125,http://twitter.com/PeterBChi/statuses/865774672176197634 
865770848711561216,nvergos,"RT @minebocek: This picture is always a good example for ""a picture is worth a thousand words"" #uscots17 https://t.co/09Nq2wy021",2017-05-20 03:27 UTC,0,293,http://twitter.com/nvergos/statuses/865770848711561216 
865762985322700801,jarangochoa,"RT @minebocek: This picture is always a good example for ""a picture is worth a thousand words"" #uscots17 https://t.co/09Nq2wy021",2017-05-20 02:55 UTC,0,545,http://twitter.com/jarangochoa/statuses/865762985322700801 
865758724249366528,Marius_Stroe,"RT @minebocek: This picture is always a good example for ""a picture is worth a thousand words"" #uscots17 https://t.co/09Nq2wy021",2017-05-20 02:38 UTC,0,487,http://twitter.com/Marius_Stroe/statuses/865758724249366528 
865758286485880832,stat110,"RT @minebocek: This picture is always a good example for ""a picture is worth a thousand words"" #uscots17 https://t.co/09Nq2wy021",2017-05-20 02:37 UTC,0,8747,http://twitter.com/stat110/statuses/865758286485880832 
865751522377961473,askdrstats,Proud of the Canadian contingent at #USCOTS17 https://t.co/8wIsWCcGVJ,2017-05-20 02:10 UTC,0,1612,http://twitter.com/askdrstats/statuses/865751522377961473 
865743657487486976,askdrstats,RT @ekendriss: Master Teacher Danny Kaplan CAUSE: Lifetime Achievement Award 2017 winner. #uscots17 builds up the community even as he is b…,2017-05-20 01:39 UTC,0,1612,http://twitter.com/askdrstats/statuses/865743657487486976 
865743480265596928,WendineBolon,"RT @ekendriss: Congrats #uscots17 social media leaders @alittlestats and @RussellMath , and top influencer @askdrstats! Final winners annou…",2017-05-20 01:38 UTC,0,22,http://twitter.com/WendineBolon/statuses/865743480265596928 
865743372820074497,WendineBolon,RT @ekendriss: Master Teacher Danny Kaplan CAUSE: Lifetime Achievement Award 2017 winner. #uscots17 builds up the community even as he is b…,2017-05-20 01:37 UTC,0,22,http://twitter.com/WendineBolon/statuses/865743372820074497 
865737891502338048,duffmanbrown,"RT @minebocek: This picture is always a good example for ""a picture is worth a thousand words"" #uscots17 https://t.co/09Nq2wy021",2017-05-20 01:16 UTC,0,103,http://twitter.com/duffmanbrown/statuses/865737891502338048 
865735038054387713,xburns,"RT @erol_ejm12: I like that.  ""Calculus - Island of the Cannibals"" Danny Kaplan #uscots17",2017-05-20 01:04 UTC,0,10,http://twitter.com/xburns/statuses/865735038054387713
